EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,DE1_.038-.053MEV_E_1/(cm**2-s-sr-MeV),DE2_.053-.103MEV_E_1/(cm**2-s-sr-MeV),DE3_.103-.175MEV_E_1/(cm**2-s-sr-MeV),DE4_.175-.315MEV_E_1/(cm**2-s-sr-MeV)
2023-07-09T07:00:00.000Z,951.9,118.27,54.653,18.704
2023-07-09T08:00:00.000Z,966.19,114.16,53.383,19.209
2023-07-09T09:00:00.000Z,981.43,110.79,53.522,17.76
2023-07-09T10:00:00.000Z,958.1,108.57,52.371,18.184
2023-07-09T11:00:00.000Z,953.33,101.7,51.825,19.015
2023-07-09T12:00:00.000Z,975.24,102.81,50.595,19.5
2023-07-09T13:00:00.000Z,977.62,100.34,47.917,17.918
2023-07-09T14:00:00.000Z,965.24,95.314,50.327,18.362
2023-07-09T15:00:00.000Z,992.38,100.24,50.446,18.092
2023-07-09T16:00:00.000Z,969.52,97.729,49.048,17.837
2023-07-09T17:00:00.000Z,1001.9,98.586,46.131,17.648
2023-07-09T18:00:00.000Z,954.29,92.4,47.123,16.796
2023-07-09T19:00:00.000Z,966.67,89.929,45.387,17.408
2023-07-09T20:00:00.000Z,980.95,97.343,51.954,18.673
2023-07-09T21:00:00.000Z,1015.7,95.343,45.913,19.026
2023-07-09T22:00:00.000Z,994.29,96.529,49.177,17.648
2023-07-09T23:00:00.000Z,965.24,94.571,46.677,18.316
2023-07-10T00:00:00.000Z,942.38,91.914,47.351,18.49
2023-07-10T01:00:00.000Z,948.57,90.686,47.54,17.168
2023-07-10T02:00:00.000Z,928.57,90.029,45.347,16.495
2023-07-10T03:00:00.000Z,966.19,97.157,46.091,18.082
2023-07-10T04:00:00.000Z,1522.4,235,92.698,27.653
2023-07-10T05:00:00.000Z,2675.2,425.29,142.76,37.138
2023-07-10T06:00:00.000Z,2477.6,382.71,123.91,33.092
2023-07-10T07:00:00.000Z,2140.5,319.57,110.42,31.332
2023-07-10T08:00:00.000Z,2037.6,292,101.59,28.663
2023-07-10T09:00:00.000Z,2086.2,299.71,98.353,26.954
2023-07-10T10:00:00.000Z,1811.4,256.71,86.845,25.031
2023-07-10T11:00:00.000Z,1817.1,233.14,82.917,24.638
2023-07-10T12:00:00.000Z,1819.5,256.86,93.224,27.148
2023-07-10T13:00:00.000Z,2771.4,445.57,153.47,36.801
2023-07-10T14:00:00.000Z,2736.2,497.71,157.84,39.852
2023-07-10T15:00:00.000Z,3599.5,605.14,189.19,45.908
2023-07-10T16:00:00.000Z,3443.8,615.86,191.67,43.944
2023-07-10T17:00:00.000Z,3726.2,651.57,200.3,44.423
2023-07-10T18:00:00.000Z,3439,589.14,179.76,41.995
2023-07-10T19:00:00.000Z,3354.3,583.29,178.67,39.378
2023-07-10T20:00:00.000Z,3869,607.71,181.05,41.526
2023-07-10T21:00:00.000Z,3627.6,591.14,186.81,45.378
2023-07-10T22:00:00.000Z,3509.5,589.29,194.74,47.816
2023-07-10T23:00:00.000Z,3470.5,606.57,212.8,53.827
2023-07-11T00:00:00.000Z,3449,650.43,241.57,61.684
2023-07-11T01:00:00.000Z,3484.3,671.71,256.45,65.459
2023-07-11T02:00:00.000Z,3392.9,657.29,245.63,64.898
2023-07-11T03:00:00.000Z,3293.8,649.86,240.77,61.786
2023-07-11T04:00:00.000Z,3311.4,635.29,240.18,58.878
2023-07-11T05:00:00.000Z,3001.9,588.29,214.78,56.48
2023-07-11T06:00:00.000Z,2885.2,546.57,207.94,53.622
2023-07-11T07:00:00.000Z,2744.3,511.71,195.63,48.811
2023-07-11T08:00:00.000Z,2879.5,524,192.46,50.597
2023-07-11T09:00:00.000Z,2839.5,505.86,186.81,48.01
2023-07-11T10:00:00.000Z,2668.6,468.57,178.37,46.102
2023-07-11T11:00:00.000Z,2380.5,442.43,167.56,41.765
2023-07-11T12:00:00.000Z,2417.1,421,165.58,39.75
2023-07-11T13:00:00.000Z,2289.5,401.71,148.91,40.153
2023-07-11T14:00:00.000Z,2143.3,388.57,145.44,38.444
2023-07-11T15:00:00.000Z,2201,391.29,142.76,36.658
2023-07-11T16:00:00.000Z,2144.8,367.57,141.17,35.653
2023-07-11T17:00:00.000Z,2011,335.14,134.13,34.097
2023-07-11T18:00:00.000Z,1916.7,326.14,127.18,33.847
2023-07-11T19:00:00.000Z,1915.7,330,126.79,34.704
2023-07-11T20:00:00.000Z,1894.3,327.71,127.28,32.776
2023-07-11T21:00:00.000Z,1853.8,312.14,119.05,31.944
2023-07-11T22:00:00.000Z,1872.9,312.14,118.15,32.714
2023-07-11T23:00:00.000Z,1817.1,312.57,120.04,32.403
2023-07-12T00:00:00.000Z,1889,319.43,122.12,32.852
2023-07-12T01:00:00.000Z,1846.7,301.71,109.62,29.643
2023-07-12T02:00:00.000Z,1892.9,309.71,120.14,32.199
2023-07-12T03:00:00.000Z,1751,286.57,105.36,29.75
2023-07-12T04:00:00.000Z,1797.1,287.14,111.71,31.827
2023-07-12T05:00:00.000Z,1695.7,274.43,104.56,29.796
2023-07-12T06:00:00.000Z,1707.6,278.57,106.55,29.352
2023-07-12T07:00:00.000Z,1734.8,287.71,108.23,29.577
2023-07-12T08:00:00.000Z,1651.9,261.14,98.978,28.944
2023-07-12T09:00:00.000Z,1669.5,252.43,98.532,27.903
2023-07-12T10:00:00.000Z,1674.3,248.29,96.23,26.852
2023-07-12T11:00:00.000Z,1662.4,251.14,94.246,25.321
2023-07-12T12:00:00.000Z,1575.2,241.57,93.125,26.184
2023-07-12T13:00:00.000Z,1591,239.71,88.442,26.184
2023-07-12T14:00:00.000Z,1593.8,230.29,91.696,26.296
2023-07-12T15:00:00.000Z,1566.2,229.71,88.244,26.867
2023-07-12T16:00:00.000Z,1511.4,224.57,84.633,25.286
2023-07-12T17:00:00.000Z,1569,237.86,92.937,25.872
2023-07-12T18:00:00.000Z,1716.7,263.86,97.044,28.015
2023-07-12T19:00:00.000Z,1613.8,245.29,91.617,27.184
2023-07-12T20:00:00.000Z,1598.6,247.71,95.03,26.653
2023-07-12T21:00:00.000Z,1689.5,244.86,91.915,26.138
2023-07-12T22:00:00.000Z,1731,249.57,86.29,24.449
2023-07-12T23:00:00.000Z,1810.5,247.71,87.778,25.036
2023-07-15T00:00:00.000Z,2066.7,242.86,80.635,24.735
2023-07-15T01:00:00.000Z,2303.3,263.29,85.288,24.5
2023-07-15T02:00:00.000Z,2410.5,286.43,84.673,24.316
2023-07-15T03:00:00.000Z,2579.5,286.29,89.722,24.709
2023-07-15T04:00:00.000Z,2503.3,280.43,84.405,24.291
2023-07-15T05:00:00.000Z,2535.2,278.86,85.823,24.74
2023-07-15T06:00:00.000Z,2372.9,262.57,83.958,24.306
2023-07-15T07:00:00.000Z,2323.8,284.71,90.823,25.561
2023-07-15T08:00:00.000Z,6604.8,1287.3,287.9,43.974
2023-07-15T09:00:00.000Z,13967,2157.1,459.52,62.194
2023-07-15T10:00:00.000Z,21795,3628.6,732.54,96.531
2023-07-15T11:00:00.000Z,42838,5752.9,957.24,115.97
2023-07-15T12:00:00.000Z,38314,4567.1,727.78,92.398
2023-07-15T13:00:00.000Z,23467,2484.3,397.52,58.52
2023-07-15T14:00:00.000Z,20357,2302.9,398.91,61.276
2023-07-15T15:00:00.000Z,10457,1303.7,263.99,44.454
2023-07-15T16:00:00.000Z,8890.5,1070.6,216.17,37.694
2023-07-15T17:00:00.000Z,9495.2,1068,211.11,39.77
2023-07-15T18:00:00.000Z,7381,855.86,185.22,36.755
2023-07-15T19:00:00.000Z,9461.9,1194.7,198.71,37.76
2023-07-15T20:00:00.000Z,49476,10809,2637.9,424.34
2023-07-15T21:00:00.000Z,38405,6982.9,2052.6,437.55
2023-07-15T22:00:00.000Z,23281,4134.3,1193.5,277.24
2023-07-15T23:00:00.000Z,26319,4588.6,1361.1,310.61
2023-07-16T00:00:00.000Z,19795,3418.6,990.67,235
2023-07-16T01:00:00.000Z,62048,7705.7,1379,222.19
2023-07-16T02:00:00.000Z,20600,2584.3,687.9,159.54
2023-07-16T03:00:00.000Z,21181,2815.7,645.63,146.58
2023-07-16T04:00:00.000Z,16367,2151.4,567.96,135.87
2023-07-16T05:00:00.000Z,49524,7241.4,1933.5,427.45
2023-07-16T06:00:00.000Z,58905,9777.1,2345.2,500.05
2023-07-16T07:00:00.000Z,82810,11806,2501,474.44
2023-07-16T08:00:00.000Z,45252,6955.7,2045.6,340.82
2023-07-16T09:00:00.000Z,70190,7624.3,1278.8,249.54
2023-07-16T10:00:00.000Z,30495,5910,1673.6,290.61
2023-07-16T11:00:00.000Z,26714,2837.1,737.9,169.64
2023-07-16T12:00:00.000Z,12614,2140,671.53,153.06
2023-07-16T13:00:00.000Z,13395,2082.9,617.46,150.1
2023-07-16T14:00:00.000Z,15519,2114.3,598.71,143.11
2023-07-16T15:00:00.000Z,13405,2000,590.67,144.08
2023-07-16T16:00:00.000Z,12424,1898.6,584.52,143.52
2023-07-16T17:00:00.000Z,17800,3524.3,2212.3,675
2023-07-16T18:00:00.000Z,160570,42386,12907,2169.9
2023-07-16T19:00:00.000Z,59619,12337,4014.9,839.29
2023-07-16T20:00:00.000Z,65000,13780,4271.8,803.57
2023-07-16T21:00:00.000Z,99571,18600,4989.1,850
2023-07-16T22:00:00.000Z,34414,7428.6,2434.5,500.77
2023-07-16T23:00:00.000Z,29214,6634.3,2154.8,421.89
2023-07-17T00:00:00.000Z,29157,5814.3,1735.1,328.11
2023-07-17T01:00:00.000Z,29829,5590,1610.1,303.16
2023-07-17T02:00:00.000Z,33890,5834.3,1607.1,292.81
2023-07-17T03:00:00.000Z,40738,6515.7,1694.4,304.69
2023-07-17T04:00:00.000Z,27881,5032.9,1359.1,249.29
2023-07-17T05:00:00.000Z,21314,3982.9,1109.1,206.53
2023-07-17T06:00:00.000Z,17981,3372.9,952.58,177.91
2023-07-17T07:00:00.000Z,15257,2917.1,840.58,155.66
2023-07-17T08:00:00.000Z,14214,2655.7,752.88,140.51
2023-07-17T09:00:00.000Z,13810,2574.3,715.77,135.41
2023-07-17T10:00:00.000Z,13757,2524.3,688,125.82
2023-07-17T11:00:00.000Z,12962,2357.1,648.31,121.12
2023-07-17T12:00:00.000Z,13214,2351.4,631.65,119.59
2023-07-17T13:00:00.000Z,12376,2188.6,590.48,107.86
2023-07-17T14:00:00.000Z,11790,2041.4,548.81,105
2023-07-17T15:00:00.000Z,11167,1928.6,520.34,96.99
2023-07-17T16:00:00.000Z,10690,1812.9,491.96,91.939
2023-07-17T17:00:00.000Z,9990.5,1697.1,462.3,87.245
2023-07-17T18:00:00.000Z,9247.6,1534.3,416.57,78.01
2023-07-17T19:00:00.000Z,8847.6,1468.6,400.79,78.469
2023-07-17T20:00:00.000Z,8557.1,1423.3,377.18,72.704
2023-07-17T21:00:00.000Z,8447.6,1352.6,366.17,72.959
2023-07-17T22:00:00.000Z,8109.5,1302,350.3,70.051
2023-07-17T23:00:00.000Z,11848,2140,559.72,104.08
2023-07-18T00:00:00.000Z,157050,60086,32847,11240
2023-07-18T01:00:00.000Z,310620,116690,63254,20964
2023-07-18T02:00:00.000Z,409380,130110,61151,18194
2023-07-18T03:00:00.000Z,396430,107290,44405,12541
2023-07-18T04:00:00.000Z,349050,87657,34514,9474.5
2023-07-18T05:00:00.000Z,321050,72843,26597,6913.3
2023-07-18T06:00:00.000Z,255140,55457,19792,5089.3
2023-07-18T07:00:00.000Z,198240,44057,15546,3948
2023-07-18T08:00:00.000Z,176190,39000,13512,3380.6
2023-07-18T09:00:00.000Z,161520,34257,11498,2845.4
2023-07-18T10:00:00.000Z,122240,26171,8922.6,2206.6
2023-07-18T11:00:00.000Z,111050,23271,7777.8,1930.1
2023-07-18T12:00:00.000Z,100710,20929,6937.5,1707.7
2023-07-18T13:00:00.000Z,76571,15957,5354.2,1302
2023-07-18T14:00:00.000Z,67429,14007,4676.6,1145.9
2023-07-18T15:00:00.000Z,63905,13119,4365.1,1042.9
2023-07-18T16:00:00.000Z,60476,12490,4119,981.63
2023-07-18T17:00:00.000Z,59429,12180,3988.1,956.12
2023-07-18T18:00:00.000Z,56619,11740,3893.8,921.43
2023-07-18T19:00:00.000Z,50429,10684,3587.3,855.1
2023-07-18T20:00:00.000Z,47048,10071,3401.8,809.69
2023-07-18T21:00:00.000Z,49810,10620,3594.2,853.06
2023-07-18T22:00:00.000Z,46343,9938.6,3313.5,794.39
2023-07-18T23:00:00.000Z,44490,9571.4,3187.5,752.55
2023-07-19T00:00:00.000Z,49714,10473,3411.7,788.27
2023-07-19T01:00:00.000Z,49810,10393,3341.3,766.33
2023-07-19T02:00:00.000Z,51000,10313,3255,741.84
2023-07-19T03:00:00.000Z,46576,9502.9,3033.7,673.47
2023-07-19T04:00:00.000Z,49810,9762.9,2974.2,657.65
2023-07-19T05:00:00.000Z,46548,9092.9,2793.7,620.41
2023-07-19T06:00:00.000Z,45414,8698.6,2631,580.1
2023-07-19T07:00:00.000Z,40443,7951.4,2415.7,540.31
2023-07-19T08:00:00.000Z,41200,7827.1,2338.3,511.22
2023-07-19T09:00:00.000Z,38076,7222.9,2171.6,472.3
2023-07-19T10:00:00.000Z,33995,6488.6,1981.2,436.58
2023-07-19T11:00:00.000Z,30629,5908.6,1817.5,402.4
2023-07-19T12:00:00.000Z,28652,5572.9,1695.4,373.83
2023-07-19T13:00:00.000Z,27200,5297.1,1608.1,350.05
2023-07-19T14:00:00.000Z,26676,5190,1566.5,341.63
2023-07-19T15:00:00.000Z,24119,4690,1429.6,313.21
2023-07-19T16:00:00.000Z,22624,4398.6,1338.3,298.52
2023-07-19T17:00:00.000Z,21362,4140,1263.9,278.62
2023-07-19T18:00:00.000Z,21038,4032.9,1224.2,273.11
2023-07-19T19:00:00.000Z,20352,3902.9,1182.5,262.04
2023-07-19T20:00:00.000Z,20519,3915.7,1173.6,257.96
2023-07-19T21:00:00.000Z,20452,3898.6,1154.8,248.47
2023-07-19T22:00:00.000Z,20357,3818.6,1137.9,251.43
2023-07-19T23:00:00.000Z,18748,3550,1061.5,234.44
2023-07-20T00:00:00.000Z,18305,3462.9,1029.8,228.78
2023-07-20T01:00:00.000Z,17671,3284.3,987.1,215.82
2023-07-20T02:00:00.000Z,18390,3381.4,996.03,215.46
2023-07-20T03:00:00.000Z,17986,3305.7,965.28,205.82
2023-07-20T04:00:00.000Z,17395,3154.3,909.42,191.58
2023-07-20T05:00:00.000Z,16138,2988.6,871.53,187.45
2023-07-20T06:00:00.000Z,15186,2785.7,816.96,175.26
2023-07-20T07:00:00.000Z,14581,2670,779.46,162.96
2023-07-20T08:00:00.000Z,13629,2514.3,736.41,159.69
2023-07-20T09:00:00.000Z,12786,2364.3,697.42,152.4
2023-07-20T10:00:00.000Z,12476,2275.7,664.68,146.33
2023-07-20T11:00:00.000Z,12495,2255.7,649.5,145.56
2023-07-20T12:00:00.000Z,11890,2147.1,626.98,136.43
2023-07-20T13:00:00.000Z,11490,2070,599.8,130.87
2023-07-20T14:00:00.000Z,11181,2010,585.42,128.47
2023-07-20T15:00:00.000Z,10700,1924.3,559.52,124.74
2023-07-20T16:00:00.000Z,10086,1780,526.59,114.08
2023-07-20T17:00:00.000Z,9628.6,1697.1,495.63,110.56
2023-07-20T18:00:00.000Z,9261.9,1620,476.98,105.56
2023-07-20T19:00:00.000Z,8919,1550,458.33,101.53
2023-07-20T20:00:00.000Z,8147.6,1430,430.46,97.296
2023-07-20T21:00:00.000Z,7509.5,1349.1,412.5,97.908
2023-07-20T22:00:00.000Z,7390.5,1325.3,416.07,96.633
2023-07-20T23:00:00.000Z,7171.4,1290.7,406.85,93.673
2023-07-27T00:00:00.000Z,9238.1,1862.9,662.5,167.4
2023-07-27T01:00:00.000Z,9185.7,1880,653.47,165.61
2023-07-27T02:00:00.000Z,9452.4,1885.7,661.01,164.23
2023-07-27T03:00:00.000Z,9581,1897.1,658.13,163.47
2023-07-27T04:00:00.000Z,9500,1875.7,649.9,161.33
2023-07-27T05:00:00.000Z,9376.2,1865.7,651.19,161.33
2023-07-27T06:00:00.000Z,9504.8,1910,665.67,164.08
2023-07-27T07:00:00.000Z,9395.2,1875.7,647.72,159.54
2023-07-27T08:00:00.000Z,9152.4,1831.4,635.22,160.51
2023-07-27T09:00:00.000Z,9276.2,1840,641.47,154.8
2023-07-27T10:00:00.000Z,8952.4,1822.9,630.36,155.31
2023-07-27T11:00:00.000Z,8819,1808.6,619.35,153.47
2023-07-27T12:00:00.000Z,8195.2,1707.1,594.44,151.84
2023-07-27T13:00:00.000Z,8633.3,1778.6,606.75,152.86
2023-07-27T14:00:00.000Z,9019,1824.3,625.6,153.78
2023-07-27T15:00:00.000Z,9071.4,1818.6,620.54,151.22
2023-07-27T16:00:00.000Z,8890.5,1817.1,622.82,148.42
2023-07-27T17:00:00.000Z,7952.4,1654.3,587.1,145.82
2023-07-27T18:00:00.000Z,7647.6,1614.3,575.5,144.39
2023-07-27T19:00:00.000Z,7890.5,1644.3,579.27,143.52
2023-07-27T20:00:00.000Z,8071.4,1688.6,583.73,143.27
2023-07-27T21:00:00.000Z,8061.9,1694.3,574.6,141.02
2023-07-27T22:00:00.000Z,8085.7,1662.9,571.33,138.88
2023-07-27T23:00:00.000Z,8004.8,1672.9,578.77,141.02
2023-07-28T00:00:00.000Z,8061.9,1645.7,571.73,138.37
2023-07-28T01:00:00.000Z,8047.6,1658.6,569.44,140.26
2023-07-28T02:00:00.000Z,8057.1,1651.4,568.85,136.53
2023-07-28T03:00:00.000Z,8038.1,1635.7,568.85,138.47
2023-07-28T04:00:00.000Z,7776.2,1602.9,556.35,135.61
2023-07-28T05:00:00.000Z,7733.3,1598.6,554.27,134.59
2023-07-28T06:00:00.000Z,7219,1534.3,539.19,132.81
2023-07-28T07:00:00.000Z,7342.9,1540,537.1,132.6
2023-07-28T08:00:00.000Z,7700,1600,549.11,132.96
2023-07-28T09:00:00.000Z,7771.4,1598.6,553.57,133.32
2023-07-28T10:00:00.000Z,7414.3,1548.6,531.15,126.58
2023-07-28T11:00:00.000Z,7014.3,1460,506.94,123.98
2023-07-28T12:00:00.000Z,6738.1,1412,499.11,122.81
2023-07-28T13:00:00.000Z,6623.8,1385.9,482.64,119.13
2023-07-28T14:00:00.000Z,6614.3,1394.1,491.87,120.1
2023-07-28T15:00:00.000Z,6681,1419.6,488.69,118.37
2023-07-28T16:00:00.000Z,13510,3787.1,1476.2,337.81
2023-07-28T17:00:00.000Z,57905,15471,5258.9,1109.7
2023-07-28T18:00:00.000Z,107520,24357,7351.2,1478.6
2023-07-28T19:00:00.000Z,133950,26743,7386.9,1428.1
2023-07-28T20:00:00.000Z,126290,24129,6570.4,1285.7
2023-07-28T21:00:00.000Z,119190,22786,6102.2,1175
2023-07-28T22:00:00.000Z,121140,21929,5739.1,1090.8
2023-07-28T23:00:00.000Z,125380,21114,5323.4,1014.3
2023-07-29T00:00:00.000Z,119430,19357,4847.2,932.14
2023-07-29T01:00:00.000Z,111140,18000,4547.6,872.45
2023-07-29T02:00:00.000Z,102810,16700,4324.4,841.84
2023-07-29T03:00:00.000Z,94000,15386,4192.5,840.31
2023-07-29T04:00:00.000Z,87429,14900,4205.4,877.55
2023-07-29T05:00:00.000Z,85810,15186,4433.5,939.29
2023-07-29T06:00:00.000Z,85429,15729,4798.6,1063.8
2023-07-29T07:00:00.000Z,82524,15857,5035.7,1132.7
2023-07-29T08:00:00.000Z,81810,16243,5248,1173.5
2023-07-29T09:00:00.000Z,90429,18986,6325.4,1424.5
2023-07-29T10:00:00.000Z,83143,17329,5668.7,1250
2023-07-29T11:00:00.000Z,74905,15500,5076.4,1111.2
2023-07-29T12:00:00.000Z,78810,16814,5550.6,1227
2023-07-29T13:00:00.000Z,82762,18000,6006.9,1335.2
2023-07-29T14:00:00.000Z,82905,18143,6095.2,1357.1
2023-07-29T15:00:00.000Z,82095,18214,6128,1362.8
2023-07-29T16:00:00.000Z,80905,18029,6068.5,1347.4
2023-07-29T17:00:00.000Z,78429,17486,5932.5,1309.2
2023-07-29T18:00:00.000Z,79905,17929,6016.9,1324
2023-07-29T19:00:00.000Z,78905,17714,5910.7,1302
2023-07-29T20:00:00.000Z,78190,17429,5768.8,1269.4
2023-07-29T21:00:00.000Z,79429,17514,5720.2,1265.3
2023-07-29T22:00:00.000Z,71143,15686,5153.8,1145.9
2023-07-29T23:00:00.000Z,62524,13933,4603.2,1022.4
2023-07-30T00:00:00.000Z,65286,14276,4673.6,1037.8
2023-07-30T01:00:00.000Z,68190,14600,4732.1,1033.2
2023-07-30T02:00:00.000Z,67857,14471,4667.7,1024.5
2023-07-30T03:00:00.000Z,66524,14357,4642.9,1021.9
2023-07-30T04:00:00.000Z,58905,12856,4222.2,942.86
2023-07-30T05:00:00.000Z,52905,11633,3845.2,858.67
2023-07-30T06:00:00.000Z,50143,11174,3695.4,829.59
2023-07-30T07:00:00.000Z,48286,10760,3558.5,794.39
2023-07-30T08:00:00.000Z,48000,10667,3558.5,801.53
2023-07-30T09:00:00.000Z,45162,10153,3378,755.61
2023-07-30T10:00:00.000Z,42957,9502.9,3171.6,708.67
2023-07-30T11:00:00.000Z,39405,8768.6,2946.4,660.71
2023-07-30T12:00:00.000Z,35057,7720,2617.1,590.82
2023-07-30T13:00:00.000Z,33800,7442.9,2519.8,562.24
2023-07-30T14:00:00.000Z,30290,6852.9,2317.5,524.49
2023-07-30T15:00:00.000Z,27457,6210,2125,488.11
2023-07-30T16:00:00.000Z,24586,5577.1,1920.6,440.77
2023-07-30T17:00:00.000Z,21933,4965.7,1710.3,394.18
2023-07-30T18:00:00.000Z,20067,4528.6,1556.5,359.29
2023-07-30T19:00:00.000Z,18048,4084.3,1427.6,333.88
2023-07-30T20:00:00.000Z,17567,3967.1,1381,317.5
2023-07-30T21:00:00.000Z,17329,3880,1363.1,311.28
2023-07-30T22:00:00.000Z,16890,3860,1341.3,310.1
2023-07-30T23:00:00.000Z,17186,3907.1,1356.2,313.88
2023-07-31T00:00:00.000Z,16514,3718.6,1276.8,293.78
2023-07-31T01:00:00.000Z,15786,3541.4,1219.2,275.71
2023-07-31T02:00:00.000Z,15910,3521.4,1205.4,269.9
2023-07-31T03:00:00.000Z,16205,3617.1,1218.3,277.65
2023-07-31T04:00:00.000Z,14795,3370,1171.6,269.13
2023-07-31T05:00:00.000Z,14976,3350,1152.8,259.8
2023-07-31T06:00:00.000Z,16100,3518.6,1170.6,264.23
2023-07-31T07:00:00.000Z,15319,3394.3,1122,255.82
2023-07-31T08:00:00.000Z,14871,3241.4,1078.4,240.2
2023-07-31T09:00:00.000Z,14743,3205.7,1057.5,240.36
2023-07-31T10:00:00.000Z,14414,3111.4,1034.7,229.49
2023-07-31T11:00:00.000Z,14695,3171.4,1031.7,229.85
2023-07-31T12:00:00.000Z,14862,3131.4,1020.8,224.08
2023-07-31T13:00:00.000Z,14224,2990,978.87,216.84
2023-07-31T14:00:00.000Z,13857,2931.4,948.51,210.1
2023-07-31T15:00:00.000Z,18262,3722.9,1160.7,245.71
2023-07-31T16:00:00.000Z,16724,3422.9,1066.5,226.84
2023-07-31T17:00:00.000Z,16857,3447.1,1067.5,231.12
2023-07-31T18:00:00.000Z,14933,3057.1,958.53,208.21
2023-07-31T19:00:00.000Z,15467,3187.1,991.77,214.49
2023-07-31T20:00:00.000Z,14800,3065.7,951.98,204.85
2023-07-31T21:00:00.000Z,14686,2994.3,934.42,196.89
2023-07-31T22:00:00.000Z,14452,2921.4,905.26,192.3
2023-07-31T23:00:00.000Z,15048,3035.7,933.63,196.99
2023-08-05T00:00:00.000Z,3083.8,411,131.25,34.199
2023-08-05T01:00:00.000Z,3273.3,422.57,128.77,33.745
2023-08-05T02:00:00.000Z,3534.8,434.14,134.82,36
2023-08-05T03:00:00.000Z,3235.2,421.43,129.46,35.117
2023-08-05T04:00:00.000Z,3219,402.14,125.5,33.48
2023-08-05T05:00:00.000Z,3935.2,455.29,137.4,33.566
2023-08-05T06:00:00.000Z,5766.7,602.57,162.2,37.087
2023-08-05T07:00:00.000Z,5619,767,238.1,59.031
2023-08-05T08:00:00.000Z,13371,3115.7,1149.8,279.49
2023-08-05T09:00:00.000Z,16533,3647.1,1452.4,401.28
2023-08-05T10:00:00.000Z,38129,7720,2659.7,642.86
2023-08-05T11:00:00.000Z,40510,8801.4,3053.6,745.41
2023-08-05T12:00:00.000Z,27038,7130,2819.4,706.12
2023-08-05T13:00:00.000Z,32014,6842.9,2447.4,618.88
2023-08-05T14:00:00.000Z,41190,8302.9,2714.3,622.96
2023-08-05T15:00:00.000Z,41690,8262.9,2666.7,612.76
2023-08-05T16:00:00.000Z,44771,8371.4,2559.5,566.33
2023-08-05T17:00:00.000Z,41305,7512.9,2244,484.29
2023-08-05T18:00:00.000Z,36224,6447.1,1907.7,409.8
2023-08-05T19:00:00.000Z,33429,5897.1,1719.2,371.28
2023-08-05T20:00:00.000Z,31014,5591.4,1628,357.65
2023-08-05T21:00:00.000Z,28286,5234.3,1547.6,335.82
2023-08-05T22:00:00.000Z,59667,14600,5188.5,1312.8
2023-08-05T23:00:00.000Z,136190,29771,11151,2830.6
2023-08-06T00:00:00.000Z,111710,23871,8229.2,2006.1
2023-08-06T01:00:00.000Z,91000,18786,6158.7,1442.3
2023-08-06T02:00:00.000Z,72762,14514,4673.6,1079.1
2023-08-06T03:00:00.000Z,60524,11956,3807.5,878.57
2023-08-06T04:00:00.000Z,39014,7647.1,2397.8,549.49
2023-08-06T05:00:00.000Z,47371,9165.7,2867.1,653.06
2023-08-06T06:00:00.000Z,43362,8074.3,2506.9,571.43
2023-08-06T07:00:00.000Z,38919,7131.4,2194.4,501.89
2023-08-06T08:00:00.000Z,36229,6564.3,2012.9,453.01
2023-08-06T09:00:00.000Z,34200,6181.4,1866.1,416.07
2023-08-06T10:00:00.000Z,31529,5757.1,1706.3,379.64
2023-08-06T11:00:00.000Z,28757,5232.9,1547.6,337.14
2023-08-06T12:00:00.000Z,26976,4888.6,1435.5,309.03
2023-08-06T13:00:00.000Z,27076,4797.1,1391.9,293.62
2023-08-06T14:00:00.000Z,28438,4821.4,1343.3,283.06
2023-08-06T15:00:00.000Z,26386,4458.6,1218.3,263.93
2023-08-06T16:00:00.000Z,25081,4178.6,1137.9,242.5
2023-08-06T17:00:00.000Z,24281,4057.1,1104.2,230.56
2023-08-06T18:00:00.000Z,21276,3528.6,968.35,210.87
2023-08-06T19:00:00.000Z,20505,3588.6,1022.8,214.44
2023-08-06T20:00:00.000Z,26986,4981.4,1418.7,279.9
2023-08-06T21:00:00.000Z,30562,5688.6,1631,317.14
2023-08-06T22:00:00.000Z,30933,5948.6,1696.4,326.07
2023-08-06T23:00:00.000Z,44171,7612.9,2008.9,376.53
2023-08-07T00:00:00.000Z,34643,6464.3,1798.6,341.84
2023-08-07T01:00:00.000Z,37100,6920,1897.8,351.48
2023-08-07T02:00:00.000Z,41605,7427.1,1979.2,368.57
2023-08-07T03:00:00.000Z,43476,7231.4,1856.2,336.58
2023-08-07T04:00:00.000Z,41010,6577.1,1657.7,299.59
2023-08-07T05:00:00.000Z,37471,5988.6,1504,271.53
2023-08-07T06:00:00.000Z,33914,5388.6,1341.3,243.37
2023-08-07T07:00:00.000Z,31105,4881.4,1199.4,224.59
2023-08-07T08:00:00.000Z,28905,4464.3,1082.3,199.69
2023-08-07T09:00:00.000Z,27881,4291.4,988.29,181.63
2023-08-07T10:00:00.000Z,23457,3704.3,890.08,161.58
2023-08-07T11:00:00.000Z,27181,3991.4,895.54,162.04
2023-08-07T12:00:00.000Z,24100,3587.1,839.19,153.57
2023-08-07T13:00:00.000Z,23033,3390,775.69,142.76
2023-08-07T14:00:00.000Z,19862,2968.6,697.22,133.01
2023-08-07T15:00:00.000Z,23167,3641.4,816.27,140.36
